id,abv,available,description,glass,ibu,isOrganic,name,originalGravity,srm
4102,8.9,"Available at the same time of year, every year.","Made with 25 lbs. of local clover honey and 7 different varieties of caramel malts, this bold beer has both sweetness and roastiness in its profile.",,20.0,Y,Knight Train Imperial Stout,1.08,40
4103,6.5,Available during the winter months.,"Kind Ryed IPA is the newest addition to the Otter Creek quiver. This big American IPA is built to accompany the big Eastern Winter. Just like an epic bluebird day follows a snowstorm, a peppery build from the Rye-malt accompanies the glorious hop notes of pine, citrus and fresh grass. The bold Rye-malt backbone warms the soul, whether after a long day on the slopes with your buds, or just sitting in front of the fireplace at home. At 60 IBUs, Kind Ryed uses a combination of Apollo, Simcoe, Chinook and Centennial hops to create a drinkable brew that won’t wipe out your tastebuds. The new look bottle label and packaging artwork goes out-of-bounds and embraces the freeriding spirit of our Brewmaster Mike Gerhart. It’s his bus that adorns the label and his recipe that fills the bottles. Hop on the bus this Winter and take a Kind Ryed.",,60.0,N,Kind Ryed IPA,1.06,13
4104,6.2,Available year round as a staple beer.,"This Oatmeal Stout is dark brown to almost black in color with a rich cream colored head.  It has a pleasant, full bodied, smooth flavor profile with an aromatic blend of coffee, oats, and roasted malts.  A long, rich and smooth finish with a subtle dark chocolate finish.  This oatmeal stout is something great to behold, in fact  in some parts of the country this stout is considered a food group.  Enjoy!",Pint,30.0,N,Caboose Oatmeal Stout,1.038,Over 40
4105,7.0,Available year round as a staple beer.,"In order to produce Oude Kriek Cuvée René, whole cherries (including pits) ferment in a lambic that is at least six months old in huge 10,000-liter oak barrels called foudres. After six months, this traditional kriek is bottled in corked 750 mL bottles. Oude Kriek Cuvée René is bottle-conditioned: a second fermentation process which, after a few months, will produce the carbon dioxide to which this authentic beer owes its carbonation and distinctive foam head.

The brewers blend aged lambic and younger lambic, to taste, and refermentation occurs in the bottle after capping. It is highly coveted by gourmands in Belgium and in the US who lay it in their cellars, sometimes for years. Lindemans Oude Kriek Cuvée René is authentic ""Oude Kriek,"" every batch blended by hand.",Flute,18.0,N,Oude Kriek Cuvëe Renë,1.059,7
4106,5.3,"Available at the same time of year, every year.","This crisp pale ale is named after Crystal hops grown in Oregon, which give the beer its distinctive American hop character. That classic aroma and citrusy, floral flavor that the Crystal hops provide is accented by the subtle earthiness of UK hops and balanced by a deep yet subtle malt sweetness with notes of toffee.",,35.0,N,Crystal Pale Ale,1.044,10
4107,6.0,"Available at the same time of year, every year.","This Scotch Ale is a smooth, malty sweet treat! Visually, it has a beautiful clear coppery red color.  You will enjoy the rich mouthfeel of the ale which allows the malty flavors to linger on your tongue.  A subtle hint of the Peat Malt and Roasted Barley add some deeper complexities to its flavor.  The overall hop characters are very low, which highlights its malty sweetness.",Pint,32.0,N,Piper's Scotch Ale,1.072,29
4108,4.3,"Available at the same time of year, every year.",This stout pays homage to the old accident of burning barley. Brewed with flaked and roasted barley for head,,20.0,N,Dry Stout,1.038,36
4109,8.5,"Available at the same time of year, every year.","A Belgian-style strong golden ale with a wondrous range of fruit flavors like plum, apricot, and cherry imparted by special Belgian yeast. Traditionally served in special goblets this style of beer can turn an ordinary lunch into an extraordinary event and a slow Sunday afternoon into a special Golden Sabbath.",Pint,30.0,N,Golden Sabbath,1.064,5
4110,4.0,Available year round as a staple beer.,"The fossil record proves one thing: that beer alone is responsible for the evolutionary leap from ape to man. This malty Amber is our tribute to Charles Darwin, evolution and perfection. Enjoy!",Pint,20.0,N,Wasatch Evolution Amber Ale,1.048,12
4111,5.5,Limited availability.,A medium bodied American style lager fermented at a warmer temperature and balanced with a strong hop presence.,,40.0,N,Goldrush,1.044,6
4112,7.5,Available year round as a staple beer.,"Heavier hops with a piney, citrusy aroma and a bitter finish.",Pint,71.0,N,PBW India Pale Ale,1.05,12
4113,8.0,Limited availability.,"A full-bodied stout brewed with eight varieties of malts, figs and warrior hops. This stout has balance and complexity, layered with hints of dark fruit, black currants, figs, molasses, and chocolate.",Tulip,65.0,N,Stout,1.05,40
4114,8.6,"Available at the same time of year, every year.","This Imperial Belgian Blonde ale has a very mellow Belgian yeast character that shows light notes of bubble gum. Balanced sweetness helps to round out the finish and make this a very satisfying, easy to drink beer.
 BLUEBERRY – The addition of blueberry puree in secondary fermentation complements the beer with subtle layers of berry aroma and a slightly tart flavor.",,20.0,N,Belgian Blonde with Fruit,1.03,46
4115,6.4,Limited availability.,"Evoking a complete diner-style breakfast in a glass, Maple Bacon Coffee Porter is a complex beer with a multitude of flavors at play. It pours an opaque ebony brew with a frothy tan head. Aromas of sticky maple syrup, coffee, and cream creep forth from the glass. The mouth feel is luxuriously creamy, with layers of sweet malt, toffee, and roast giving way to waves of smoke, coffee, and salted chocolate. It finishes sticky, rich, and sweet, with the flavor of maple syrup lingering pleasantly on the tongue.",,35.0,N,Maple Bacon Coffee Porter,1.03,22
4116,5.8,Available year round as a staple beer.,"The house IPA has all the flavor and smooth drinkability you are looking for. While hoppy enough for any IPA connoisseur, our version is more floral than bitter. The bouquet is floral and the flavor citrus. It's a great hoppy beer without over doing it on the bitters. Find a shady spot and enjoy!",,80.0,Y,Uptown IPA,1.06,10
4117,5.3,Available during the summer months.,"Hop fans rejoice! Sunshine Pils combines the crisp taste of European style pilsners with a kicked-up hop character to create a balanced, refreshing seasonal beer. Golden in color with a fluffy white head, Sunshine Pils is the perfect beer for Summer.",Pilsner,45.0,N,Sunshine Pils,1.044,4
4118,7.0,Limited availability.,"Pairs traditional Bavarian pilsner style with a handful of summer’s most memorable flavors. Pilsner and Munich malt. Nugget, Pacifica, and Mandarina Bavarian hops. Add juniper berry & citrus peel. Our first release is aged in tequila barrels and our second is aged in Bully Boy rum barrels. A refreshing pour either way.",,27.25,N,Sunny & 79°,1.044,12
4119,5.8,"Available at the same time of year, every year.","Our traditional Czech style pilsner is a light golden colored lager. Brewed with noble hops, it is smooth with a crisp, clean finish.",,40.0,N,Sac Town Gold,1.04,4
4120,6.0,Available year round as a staple beer.,"This is a true American Pale Ale: well balanced malt to hop flavor. There is a slight caramel flavor up front derived from German Munich malts, followed by a citrus/grapefruit flavor derived from Cascade hops with a peppery flavor bite on the back of the throat. Excellent Pallet cleanser.",Pint,45.0,N,Sun Chaser,1.044,9
4121,5.4,Available year round as a staple beer.,"All Chinook pale ale, dry hopped with Chinook hops. All hops come from Voss Farms in Arvada, CO.",Tulip,48.0,N,Piney the First,1.049,5
4122,6.4,Limited availability.,"Saison brewed with hibiscus, lemon grass and rose petals. pink color",Tulip,20.0,N,Fleur De Saisom,1.055,4
4123,5.2,Available during the summer months.,"The Rein Pale Ale (RPA) is a cross between an American-style pale ale and a German-style lagered ale.   A beautiful light amber color, this moderately bitter pale ale is an enjoyable selection for almost any occasion.  And like all OMB beers our RPA is brewed in strict accordance with the world famous German “Reinheitsgebot” beer purity law of 1516.  That means it’s all natural, with no chemicals, preservatives or cheap adjunct ingredients.  Malt, hops, water and yeast.  Nothing else.  Taste the difference!",Pint,48.0,N,Rein Pale Ale,1.05,6
4124,6.3,Available year round as a staple beer.,"Malted and flaked rye make up nearly a quarter of the grain bill for this Rye Pale Ale, offering it a unique and intense spicy rye flavor and golden-orange hue. Chinook and Crystal hops lend a gentle bitterness and spicy, piney and herbal character and aroma to this rich, bold rye beer.",,58.0,N,Bronx Rye Pale Ale,1.064,8
4125,6.0,Available year round as a staple beer.,"Her passion for medicine incurable, her appetite for hops unmatched, Hannah finally found her calling. Post-mash citrus & floral notes are a welcome salute.",,45.0,Y,Hop Lips IPA,1.06,11
4126,7.4,Limited availability.,"Blonds have more fun, so Double Blonds must have even more fun. Well, whatever your theory, our Double Blond Ale is a very good thing. Ingredients such as European honey malt and pure cane sugar give this Amsterdam-inspired strong ale, just the right amount of sweetness and body. Blue Point Brewing’s Double Blond Ale is a dangerously drinkable specialty brew and available in the Spring. Double Blond Ale sells out quickly, so get it while you can.",Pint,25.0,N,Double Blonde,1.068,6
4127,7.5,"Available at the same time of year, every year.","GiGi is a Belgian-influenced farmhouse ale. The flavor is sweet at first due to the use of pilsner, oat, and torrified wheat malts, but the subtle influences of Select, and Cascade hops add spice and a little mystery to her personality.",Tulip,18.0,N,GiGi’s Farmhouse Ale,1.055,10
4128,9.8,Available year round as a staple beer.,"A celebration of Vermont Hops, this Double IPA was wet hopped mashed with hops grown on the east wall of the Bobcat Cafe (Chinook) from here in Bristol, Vermont. THEN, liberally flavour hopped in the kettle with MORE “dried” brickwall whole leaf hops (Fuggle, Warrior, Golding, Nugget & Cascade) as well as with “dried” hops grown in Lincoln (Goldings) & New Haven (Cascade), Vermont. THEN dry hopped with MORE whole leaf hops (Centennial & Amarillo) during conditioning over the month of September. THEN dry hopped in the serving tank on the way to your glass (Cascade & Amarillo). So anticipate a slight hop haze of this 9.8% abv Double IPA. Estimated bitterness is well above 100 IBU.",Snifter,100.0,N,Brick Wall,1.073,10
4129,7.2,Available year round as a staple beer.,This Sequoia favorite is full bodied and unfiltered with a redwood color and big hop flavor.  The combination of malt and richness from a variety of carmel malts along with hop balance makes this a very complex and delicious brew.,Pint,66.0,N,Big Horn Red,1.048,18
4130,7.7,Available year round as a staple beer.,"A truly spiritual ale, Evil 8° will blur the lines of what you think you know about American beer.  Brewed in the Belgian Abbey style using caramelized Biscuit malt, Goldings hops and a unique strain of brewers' yeast.",Pint,50.0,N,Evil 8° Belgian-Style Dubbel Ale,1.06,37
4131,5.0,Available year round as a staple beer.,"A dark amber ale brewed with Carmel and Munich malts.  Medium bodied with an off white head and balanced with Willamette and Saaz hops.  Smooth toffee/carmel malt flavor in the front and finishes clean with a spicy bite.  

Silver Medal Winner: Maryland Governor's Cup 2010",Pint,30.0,N,St. Michaels Ale,1.048,13
4132,7.5,Limited availability.,"A Belgian Porter, Tina is a hybrid of Belgian dark strong and English porter, brewed with dark Belgian candy sugar and a unique yeast strain. Coffee, roast, chocolate-covered cherries, and dark fruits are rounded out with a funky Belgian nose.",Pint,32.2,N,Tina,1.04,30
4133,8.2,Available year round as a staple beer.,"Did someone say Hops?  Caution must be exercised when drinking this beer.  It has been know to remove enamel from one's teeth, but fortunately it can also double as an industrial floor sealant.  Imagine our IPA on steroids.",Pint,72.4,N,Maximus,1.08,6
4134,8.1,Available year round as a staple beer.,"This Burley red ale utilizes 8 different malts to create complexity with hints of burnt sugar, raisin and a slight touch of smoke.",Pint,32.0,N,Rude Boy,1.044,19
4135,7.8,Available year round as a staple beer.,"We scraped all the hash out of the Yakima hop pelletizers we could get our sticky fingers on to concoct the dankest double IPA out there. The pure hop lupulin, aka “hash” (the resiny stuff), meshes seamlessly with the 2-row, pilsner and wheat malts, allowing it to deliver a pungent punch to the palate.",Pint,100.0,N,Hop Hash,1.075,6
4136,7.0,Available year round as a staple beer.,"The aggressively hopped “Alpha Male” stands center of attention with its robust and alluring hop aromas of earthy and fruity flavors and is perfectly balanced by a subtle malt character. Extra hoppy and overtly over the top, paired with a seductively crisp undertone.",Pint,70.0,N,Alpha Male,1.06,13
4137,8.0,Available year round as a staple beer.,"Our American Stout is a full bodied beast that is rich and malty with plenty of character. This bullish stout embodies the flavors of roasted barley, chocolate, and Munich malt. Its powerful hop profile is nicely balanced with the rich malts. Its creamy long lasting head never backs down. At 8.0 % ABV this stout warms your soul on any night.",,48.0,N,Brazos Valley Stout,1.083,40
4138,3.0,"Available at the same time of year, every year.","You asked for it, you got it!

Our Brewmaster has handcrafted a great-tasting, crisp, clean, lower alcohol ale. This beer delivers the full flavoured taste and complexity you have come to expect from Cannery Brewing.

Some of you may have first heard of this beer as No Jail Pale Ale. Liability issues would not allow us to use this cool name. It appears that liability has no sense of humour. So we renamed it to No Justice Pale, we redid the packaging and it is now available in bottles in your favourite liquor stores.

They can censor the name, but not the taste! Sweet Justice Indeed!

Enjoy this funny take on the name change.",,27.0,N,No Justice Pale,1.044,12
4139,6.3,"Available at the same time of year, every year.","A beer brewed earlier in the year and lagered throughout winter, this is a sure sign of Spring!  A full-bodied beer; deep, brilliant, golden color with sweet malty aroma and flavor with undertones of hops.",Pint,31.0,N,Maibock,1.066,10
4140,5.04,Available year round as a staple beer.,This English-style summer ale is popular year round. Brewed with imported English malts and North American hops.,Pint,26.0,N,Golden Ticket,1.036,4
4141,7.2,Available year round as a staple beer.,"Hopbursting is a relatively new brewing technique in which the vast majority of hops are added to the kettle late in the boil in order to achieve enhanced extraction of hop components (i.e. Hopbursting gives you tons of hop flavor and aroma!) Our Hopburst IPA has a substantial malt base, balanced with huge additions of our unique hop blend. This creates an incredibly flavorful beer, with smooth bitterness and hoppy goodness.",,55.0,N,Hopburst,1.06,8
4142,5.25,"Available at the same time of year, every year.","This is a very traditional German Rauchbier that uses smoked malt directly from Bamberg, Germany. The malts are smoked over Beachwood logs and then used to add a natural 'smoke' flavor to the beer.",Pilsner,26.0,N,Bamberg Rauchbier,1.052,14
4143,5.5,Available year round as a staple beer.,"Pop the top. Citra & Amarillo hops give a citrusy, tropical fruit aroma. Take a sip. Juicy hop character, caramel sweetness round out a smooth, dry finish. Sessionable, as a Pale Ale should be.",Pint,50.0,N,Prefunk Pale Ale,1.044,10
4144,8.6,"Available at the same time of year, every year.","Unbridled Hop Flavor Balanced by a Strong Malt Backbone. With over two and a half pounds of hops per barrel, this imperial IPA resonates hops from start to finish.",,75.0,N,Hoptopia,1.075,9
4145,10.0,Available year round as a staple beer.,"Meaning “sixty” in Dutch, “zestig” refers to this beer’s 60 IBU, underscoring the prominent role noble hops play in this dry-hopped beer, in terms of both bitterness and aroma/flavor. Kettle hopping, late hopping and dry hopping",,60.0,N,Zestig,1.075,12
4146,7.0,Limited availability.,"Inspired by the smoked beers (Rauchbier) of Bamberg, Germany, amped into this century with the super-human abilities of our Head Master Brewer. A smoky aroma with underlying sweet caramel malt. Flavor is smoke at first but gives way to a delicious malty goodness. Smooth with a light hop bitterness. Bavarian monks would have chanted relentlessly as they became one with this brew... ""I’ll be bock!""",,28.0,N,Kohlminator,1.072,5
4147,4.2,Available year round as a staple beer.,"A Belgian style wit but brewed with our house yeast. Mild, spicy flavors with orange, lemon, chamomile & coriander.",,5.0,N,Odd Fellow Wheat,1.044,4
4148,6.8,"Available at the same time of year, every year.","This is it ! an ominously over the top Northwest !Style IPA made from the finest hops of Oregon. Fury will lure you in with huge hop aroma and when it reaches in to grab your tonsils you'll smile. This IPA keeps you blissfully charmed with silky hop flavor and strong malt undertones. You'll see. 

""One BEER to rule them all.""",Pint,85.0,N,Hop Fury IPA,1.06,12
4149,4.7,"Available at the same time of year, every year.","Fresh & full of citrus, this is a great beer for the patio. A heritage beer style that was rejuvenated in Belgium & had a great revival. This classic beer has additions of orange peel, Indian coriander seed & chamomile. Unfiltered to retain the great flavours & often served with a slice of orange.",Weizen,18.0,N,Summer Bavarian Wheat or Hefe Weizen,1.044,7
4150,8.8,Limited availability.,"A beer that pays homage to a centuries-old tradition of combining new beer with aged “stock ales.” Freshly brewed beers of the day often were very smoky and bitter tasting, and were blended with older beer that had mellowed with age to produce more drinkable libations. This modern brew will showcase our brewers’ talents by blending a stock ale aged more than three months in oak foudres (large wooden fermentation vessels) with a fresh version of the same beer to create a perfect harmony spanning end to end on the taste spectrum.",,70.0,Y,HiFi+LoFi Mixtape -Stochasticity Project,1.06,9
4151,11.0,Available during the winter months.,"American Style BarleyWine.  It is big, strong, and full of flavor.  This beer is ruby brown in color and is dominated by its full body and malt character. Intense malt flavors give way to esters of fruit, raisin, fig, and sherry-like alcohol.  The hop profile is very low, with little to no perceivable hop bitterness or aroma.",Thistle,75.0,N,BarleyWine,1.103,18
4152,8.4,"Available at the same time of year, every year.","The Houblonic Belgian IPA’s namesake was derived by crossing the French word for “Hop” with an ever so slight nod to arguably the best Gangsta rap album ever.  This potent potable comes armed to the teeth with five distinct hop varieties, including aggressive whole leaf dry hopping.  Start your guesses with multiple “C” hops, but note the addition of the new experimental hop variety Azacca.  Finally the complexity of this IPA is enhanced with our unique, house cultivated yeast strain.  So sit back, relax, and strap on your seatbelt.",,95.0,N,The Houblonic Belgian IPA,1.044,10
4153,4.8,Available year round as a staple beer.,"A great introduction to craft brewed beer, since there is enough malt and hop flavor in our Pilsner to keep even the most sophisticated beer drinkers coming back for more.",,15.0,N,Barley's PILSNER,1.048,5
4154,4.8,Available year round as a staple beer.,"A surprisingly refreshing dark lager, with caramel, toffee notes.",,38.5,N,Black Limousine,1.046,26
4155,5.0,Available year round as a staple beer.,"R&B’s Bohemian Lager is a medium bodied beer with a golden colour and spicy aroma. Blending Caramel Pilsen malts with 2-Row and Pale Ale malts, this European-style pilsner is modestly hopped with Perle, Czech Saaz, and Mt. Hood hops, giving it a slight North American essence. We culture only the finest California-style lager yeast and ferment at a slightly lower temperature to create a snappy hop flavour with a clean, dry finish. Finally, a real lager for the beer nerd in all of us!",Pint,24.0,N,Bohemian Lager,1.046,16
4156,4.6,Limited availability.,"A pale, Southeastern Polish Style Pilsner, decoction mashed using floor-malted barley for a full malty flavor. Featuring Lublin Hops for a mild, lemony and refreshing characteristic.",,18.0,N,Lublinskie Polish Pilsner,1.044,3
4157,5.2,"Available at the same time of year, every year.","Oneida is Hallertau Blanc-centric. The bright tropical fruit and lemongrass notes give it an uber-pungent aroma, with the grapefruity citrus of Cascade providing a touch of balance. We've also added experimental hop variety 05256 to the mix, adding a nice hop complexity while keeping it a drinkable pale ale. While more aggressively bitter than Fortunate Islands, Oneida still has a light body and moderate ABV. We're considering making Oneida our spring seasonal, but that's all kind of up in the air.",,50.0,N,Oneida,1.01,14
4158,4.13,Available year round as a staple beer.,The same as our original wheat but with the delicious refreshing flavor of raspberry in every sip. A light dry finishing beer. A summer favorite on those hot days.,Weizen,18.0,N,White Mountain Raspberry Weasel Wheat,1.047,7
4159,6.2,"Available at the same time of year, every year.",,Pint,15.7,N,Mint Chocolate Porter,1.04,25
4160,8.0,Limited availability.,"A complex, plum-colored weizenbock with spicy notes of clove and banana.",Weizen,20.0,N,Glockenspiel,1.066,24
4161,6.1,"Available at the same time of year, every year.","Our Robust Porter is our newest Porter based off of our award-winning Peg Leg Porter and is named for the ancient pictographs found on the cliffs along the western shore of Flathead Lake. Full bodied with a complex and flavorful roast malt, chocolaty character and aroma. Painted Rock Porter is black in color yet soft on the palate. Montana grown 2-row pale, caramel, chocolate, and black malts. Cluster and Golding hops.

AWARDS: 2006 World Beer Cup- Bronze Medal, Robust Porter",,26.0,N,Painted Rock Porter,1.045,30
4162,4.8,"Available at the same time of year, every year.","Single Malt Ale has a malty aroma and is deep golden in color with a dense creamy head. It is medium bodied with a lush rich maltiness from the Dare™ malt.

Single Malt Ale and all Chatoe Rogue brews are all GYO Certified, First Growth, Appellation products made with hops and malt from our Department of Agriculture's Hopyard and Barley Bench.",Pint,35.0,N,Single Malt Ale,1.054,10
4163,4.3,Available year round as a staple beer.,"Pale Straw Color, light, refreshing with a smooth finish.  Made from imported Pilsner Malt, Halletau hops, rice and corn are added to lighten the body and aids in its smooth drinkability.",,8.38,N,Crazy Seven Cream,1.044,3
4164,6.4,Beer is not available.,"We head south of the border this month to bring you an IPA with tropical notes and a fiery spirit. Brewed with the rare Azacca hop, this beer drinks like a day at the beach, with passion fruit and pineapple notes on a refreshing pilsner malt backbone. No other month begins or ends on the same day of the week as May. ‘May’ we present an IPA just as unique.",Pint,69.0,N,"May IPA of the Month - ""Maya Bonita""",1.06,5
4165,12.0,"Available at the same time of year, every year.","This is a truly unique brew, combining some unusual elements to create a powerful, yet flavorful brew. I brewed a similar beer to this one back in 1998, while I was home brewing out in California. Only this time around I decided to age it in bourbon barrels to add a new element to the already rich sensory profile. The combination of dark malt, elderberries and bourbon barrels makes for an interesting tasting experience. This is a sippin’ beer, so sit back by the fire and enjoy. 12% alcohol by volume. 

Enjoy in a snifter. Overripe fruit, vinous, vanilla, roasted grain and coffee are a few of the characters you will taste with this monster. The hops fade away as the flavors of the elderberries and oak dominate the profile.",Pint,32.0,N,Nor' Easter,1.03,12
4166,5.7,Available year round as a staple beer.,"This is a clean, crisp, delicately balanced beer with subdued sweetness and a pleasantly refreshing tang in the finish. Because of the low hop bitterness and dry, light body, this beer is easily mistaken for a lager or light beer. These qualities make it a great summertime beverage. This beer is brewed using our local pure water without any additives.

This beer was our very first recipe. It was our introduction into craft beer. We brewed what we wanted to drink, and this quickly became a favorite among our friends and family who weren’t ready for the more brutal styles on the Bent Brewstillery beer menu. We make this beer our own by using richer Munich malts to give it a more complex and deeper flavor. This beer is best when fresh.",,27.0,N,NORDIC BLONDE,1.042,11
4167,4.6,Available year round as a staple beer.,"Black Radish (Schwarzbier) is a medium bodied, dark German lager style beer. Clean lager character with an aftertaste that tends to dry out slowly and linger, featuring hop bitterness with a complementary but subtle roastiness in the background. Black Radish is listed as ""one of the 50 beers to try before you die.""",Pint,27.0,N,Black Radish Beer,1.044,23
4168,6.5,Available year round as a staple beer.,A malt forward IPA with English style malts and American citrusy hops.,Tulip,50.0,N,Epic IPA,1.064,10
4169,5.0,Available year round as a staple beer.,"The Veteran Amber Lager is immediately recognizable for the rich color (SRM 10-15) that appropriately conveys its medium-body.  With a 5.0% alcohol by volume, The Veteran is an easy-drinking, session beer that can satisfy even the most discerning drinker again and again without being too filling.  This beer communicates its handcrafted roots with an aroma that reveals a pleasant, subtle, malty quality that corresponds to the taste on the palate.  With IBUs in the 20-26 range, the beer naturally pairs well with a wide variety of foods.",Pint,25.0,N,The Veteran,1.042,13
4170,4.8,Available year round as a staple beer.,Our Mojito inspired Belgian Wit infused with mint leaves and lime zest.,,18.0,N,NoDajito,1.044,5
4171,9.0,Available during the summer months.,"We went all out on the hops for our 2nd Anniversary release, a Double IPA. Eight varieties of hops (including Glacier, Horizon, Nugget, and Columbus) spread out over 10 different additions (including whole-leaf Simcoe and Nugget in the grant, and 2 separate dry-hoppings!) add up to 99 IBUs of pure hoppy goodness . A solid malt backbone supports the smooth bitterness, complex flavors, and intoxicating aroma. And like all (512) ales, this one is made using over 80% USDA certified organic ingredients.",Pint,99.0,N,(512) TWO,1.075,9
4172,13.0,Limited availability.,,Tulip,13.0,N,Little Death Ride,1.055,6
4173,8.5,Limited availability.,"Doppelbock was first brewed in Munich around 1700 by the monks of Saint Francis of Paula, to sustain them through the Lenten fast. They called their full-bodied brew “Salvator.” Today it is customary to pay homage to the good brothers by giving doppelbocks names ending in “-ator.” Our version bids a fond aufwiedersehen to tradition, charting a flight path into bold new territory. Medium amber in color, it offers a heady, estery banana aroma. Rich maltiness predominates, with cedar aging lending just a hint of spice to the finish.",Tulip,35.0,N,Seeyoulator Doppelbock,1.074,12
4174,5.6,Available year round as a staple beer.,An American Amber Ale that was my original “back yard brew” and has been along a path of changes to the beer it has become. A very clear amber ale that has many carmel malt characteristics and is very delicately balanced with the northwest hops that create a nice citrus and floral aroma and flavor.,Pint,35.0,N,Inspector Stonewall's Amber Ale,1.048,17
4175,5.2,"Available at the same time of year, every year.",The Witching hour presents with malty chocolate bitterness while having hints of roasted and caramel malt flavors. This beer perfectly balances the malty profile of a black lager with noble hop flavor and bitterness.,Pint,28.0,N,The Witching Hour,1.04,17
4176,4.8,Available year round as a staple beer.,"black ale, roasted malt flavor, semisweet chocolate, low hop flavor and medium bitterness, medium-light body, finishes dry",,35.0,N,No. 4 Dry Stout,1.048,40
4177,6.2,Available year round as a staple beer.,This intensely hopped and gushing undead Pale Ale will be one’s only respite after the zombie apocalypse. Created with our marvelous friends in the comic industry.,Pint,50.0,N,Zombie Dust,1.044,11
4178,6.4,Available year round as a staple beer.,"Our British friends needed hops to preserve their beer in the long voyages over the ocean to the British Indian colonies. Preservation is necessary when it comes that time that you feel you can breakaway from the main field. Nice and hoppy with a properly balanced malt front end, and significant aroma that carries' thru on the taste. This is Cyclers View of what an example of an IPA should taste like, with an immediate crack on the taste buds from the vast variety of hops. This beer has a wonderful full flavor profile. Grapefruit and a slightly pine backbone.",Pint,62.0,N,Breakaway IPA,1.06,7
4179,3.8,Available year round as a staple beer.,"Light-bodied golden ale brewed with German, English & Belgian hops and malt, yielding a crisp, refreshing finish.",Pint,5.0,N,Guilford Golden Ale,1.048,4
4180,4.6,Available year round as a staple beer.,"As the name suggests, this is a darker version of our Aloha Lager.  This lager has the same light body and hop profile with a pronounced coffee-like roastiness.  This very ‘light’ dark beer is very refreshing with a fuller flavor.",Pint,26.0,N,Aloha Dark,1.04,24
4181,5.3,Available year round as a staple beer.,,,30.0,N,Pioneer,1.044,10
4182,5.5,Available year round as a staple beer.,"Our Northwest Red Ale provides a distinctly Northwest hop character balanced with a restrained malt sweetness. We use 2 Row along with Best Maltz Red X to create a rich, red color and a smooth, satisfying taste. A hint of chocolate seals the deal",Pint,40.0,N,Stoup Northwest Red,1.048,14
4183,4.5,Available year round as a staple beer.,"This is an English Brown Ale. Brewed with Caramel, Chocolate, Black and 2 Row Malts it gives this ale a light chocolate and roasted flavor. Fuggle hops contribute a low hop bitterness and aroma.

Great American Brewfest - Silver",,25.0,N,Lil' Bandit Brown Ale,1.04,13
4184,6.0,Limited availability.,An American pale ale brewed with cascade hops for Cleveland Beer Week's Brewzilla event.,,45.0,N,Brewzilla Pale Ale,1.044,12
4185,5.6,Available year round as a staple beer.,"An American Stout that opens with a big roasty nose atop a bold brown head.  Bursting with chocolate, espresso, and modest toffee undertones, this midnight black brew is medium bodied and has a moderate hop balance.",Pint,35.0,N,Coal City Stout,1.05,Over 40
4186,6.3,"Available at the same time of year, every year.","This week, we are celebrating German Oktoberfest with our own fall brew! Our Oktoberfest beer is 6.3% ABV and has 20 IBUs. This full-bodied beer is brewed with German Bach yeast, German malts including Vienna, Munich, and Pilsner, and, you guessed it, all German hops. The malty-sweet taste is balanced by the crisp, dry finish. Come by the tap room and give it a taste! Prost!",,20.0,N,Oktoberfest,1.05,5
4187,5.0,Available year round as a staple beer.,Our extended aging process results in an incredible smooth and refreshing taste with little bitterness or aftertaste. Great for the warm weather or for those desiring a light bodied beer; this premium lager is 5% alcohol by volume.,Pint,10.0,N,Blonde Lager,1.04,3
4188,6.0,Available year round as a staple beer.,"Okay, here is my version of a Pale Ale that has a few hops in it like Columbus, Cascade, Summit & Centennial. Probably the best pale that has ever been made in the history of mankind.",,32.0,N,Albino Pygmy Puma,1.044,10
4189,5.3,Available year round as a staple beer.,"The east shore of Boom Lake was the site of the Brainerd Brewing Company, established in 1881. The Brainerd Brewing Company produced a lager using “ … a malt produced in Minnesota and the best domestic hops … obtained from the Pacific coast, [and] a considerable quantity of German hops….” (from Special Publication, 1910, p. 16, Brainerd Tribune, A. J. Halsted, Editor and Publisher). The brewery was forced to close down permanently in 1915. To honor the tradition established in those bygone days, we’ve developed our own premium lager, using pilsner malt produced in Minnesota, balanced by American Crystal and German Northern Brewer hops. Crisp, light bodied, with a mild malt flavor and aroma.",Pint,18.0,N,Boom Lake Lager,1.049,4
4190,5.0,Available year round as a staple beer.,"Our porter is brewed in the traditional English style. It has a deep brown color and a creamy tan head. The mouth feel is highlighted with soft notes of chocolate and slight undertones of roasted coffee. Hop bitterness is nicely balanced with the malt and hop aroma being very low, typical of the English style.",Pint,18.0,N,Backyard Porter,1.072,40
4191,5.2,Available year round as a staple beer.,"Tasting Notes:
Nose: Notes of caramel, dark fruit, and smoke
Palate: This beer starts off with a dry roasted taste, akin to coffee or dark chocolate. It then follows with a hint of malt sweetness immediately after. This then yields to more dark chocolate notes and slight herbal finish from the hops.",,20.0,N,100 STEPS STOUT,1.05,Over 40
