time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-06-05T05:08:49.200Z,37.5751667,-118.8185,4.46,0.78,md,12,248,0.01706,0.11,nc,nc73025666,2018-06-05T15:55:01.824Z,"12km W of Toms Place, CA",earthquake,0.95,31.61,0.252,10,reviewed,nc,nc
2018-06-05T05:08:36.110Z,19.4063339,-155.2525024,0.56,2.45,ml,11,133,0.009011,0.14,hv,hv70233667,2018-06-05T05:14:17.660Z,"3km SSW of Volcano, Hawaii",earthquake,0.25,0.29,0.25,5,automatic,hv,hv
2018-06-05T05:08:27.190Z,19.4153328,-155.2638397,-0.97,2.09,ml,7,148,0.004941,0.18,hv,hv70233662,2018-06-05T05:14:08.310Z,"3km WSW of Volcano, Hawaii",earthquake,1.41,2.58,0.28,11,automatic,hv,hv
2018-06-05T05:07:48.800Z,19.4018326,-155.2756653,1.47,2.08,ml,16,95,0.006708,0.18,hv,hv70233657,2018-06-05T05:13:28.170Z,"5km SW of Volcano, Hawaii",earthquake,0.56,0.28,0.18,8,automatic,hv,hv
2018-06-05T05:06:12.530Z,19.4051666,-155.2751617,1.03,2.12,ml,19,53,0.009852,0.24,hv,hv70233652,2018-06-05T05:11:53.720Z,"4km SW of Volcano, Hawaii",earthquake,0.31,0.25,0.25,11,automatic,hv,hv
2018-06-05T05:02:26.391Z,64.7286,-149.0513,16.9,2,ml,,,,0.52,ak,ak19710368,2018-06-05T05:09:49.834Z,"16km N of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-06-05T05:01:20.814Z,59.3052,-152.6685,59.2,1.6,ml,,,,2.08,ak,ak19710367,2018-06-05T05:06:08.467Z,"70km SW of Anchor Point, Alaska",earthquake,,2,,,automatic,ak,ak
2018-06-05T05:00:48.210Z,19.4213333,-155.2465057,0.07,1.84,ml,12,193,0.01373,0.17,hv,hv70233642,2018-06-05T05:06:28.510Z,"1km SW of Volcano, Hawaii",earthquake,0.35,0.4,0.24,5,automatic,hv,hv
2018-06-05T04:59:07.400Z,38.8335,-122.8106667,1.46,0.27,md,23,51,0.0101,0.04,nc,nc73025661,2018-06-05T15:42:18.472Z,"8km W of Cobb, CA",earthquake,0.2,0.35,,1,reviewed,nc,nc
2018-06-05T04:57:03.200Z,19.3864994,-155.2830048,0.88,1.86,ml,15,79,0.001218,0.17,hv,hv70233622,2018-06-05T05:02:43.360Z,"6km SW of Volcano, Hawaii",earthquake,0.27,0.3,0.18,5,automatic,hv,hv
2018-06-05T04:54:08.520Z,37.3534,-114.9673,7.5,1.5,ml,10,73.23,0.085,0.2461,nn,nn00638241,2018-06-05T16:20:14.799Z,"17km E of Alamo, Nevada",earthquake,,4,0.84,5,reviewed,nn,nn
2018-06-05T04:52:12.380Z,19.4006672,-155.274826,1.5,2.28,ml,21,64,0.005388,0.13,hv,hv70233617,2018-06-05T04:57:51.560Z,"5km SW of Volcano, Hawaii",earthquake,0.27,0.25,0.28,12,automatic,hv,hv
2018-06-05T04:47:41.240Z,19.4106674,-155.2675018,1.77,2.27,ml,20,58,0.007334,0.11,hv,hv70233607,2018-06-05T04:53:20.670Z,"3km SW of Volcano, Hawaii",earthquake,0.35,0.34,0.34,13,automatic,hv,hv
2018-06-05T04:47:28.050Z,19.4378338,-155.2803345,1.56,2.23,ml,12,267,0.01326,0.13,hv,hv70233602,2018-06-05T04:53:08.190Z,"4km W of Volcano, Hawaii",earthquake,0.89,0.43,0.34,12,automatic,hv,hv
2018-06-05T04:46:36.304Z,66.2083,-157.4742,0.1,1.7,ml,,,,0.77,ak,ak19710363,2018-06-05T04:56:15.398Z,"82km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-06-05T04:43:02.380Z,19.4103336,-155.2749939,0.9,1.97,md,14,56,0.01127,0.12,hv,hv70233587,2018-06-05T04:45:54.790Z,"4km WSW of Volcano, Hawaii",earthquake,0.26,0.39,0.21,11,automatic,hv,hv
2018-06-05T04:40:58.380Z,19.4185009,-155.2785034,1.62,2,ml,17,59,0.005345,0.15,hv,hv70233582,2018-06-05T04:46:38.380Z,"4km WSW of Volcano, Hawaii",earthquake,0.4,0.2,0.24,8,automatic,hv,hv
2018-06-05T04:40:38.250Z,38.8261681,-122.8101654,1.81,0.83,md,10,79,0.01966,0.04,nc,nc73025656,2018-06-05T04:42:14.997Z,"7km NW of The Geysers, CA",earthquake,0.33,1.02,0.05,2,automatic,nc,nc
2018-06-05T04:39:39.520Z,40.2311668,-122.7085037,-0.23,1.27,md,4,245,0.08737,0.41,nc,nc73025651,2018-06-05T05:59:01.050Z,"36km NW of Rancho Tehama Reserve, CA",earthquake,4.19,21.43,,1,automatic,nc,nc
2018-06-05T04:36:28.940Z,47.7443333,-124.2735,30.55,1.53,ml,17,170,0.06636,0.47,uw,uw61396351,2018-06-05T17:56:54.020Z,"24km SSE of Forks, Washington",earthquake,1.7,1.57,0.231,14,reviewed,uw,uw
2018-06-05T04:36:15.270Z,19.4071674,-155.2803345,0.32,2.58,ml,35,38,0.01103,0.3,hv,hv70233572,2018-06-05T04:41:54.510Z,"5km WSW of Volcano, Hawaii",earthquake,0.3,0.2,0.49,16,automatic,hv,hv
2018-06-05T04:35:47.170Z,46.0583333,-122.3703333,13.41,0.87,ml,14,90,0.1145,0.19,uw,uw61396346,2018-06-05T17:36:46.270Z,"17km NNE of Amboy, Washington",earthquake,0.59,1.72,0.179,8,reviewed,uw,uw
2018-06-05T04:34:21.550Z,19.4266663,-155.2818298,0.73,2.52,ml,26,47,0.004435,0.21,hv,hv70233562,2018-06-05T04:40:00.260Z,"4km W of Volcano, Hawaii",earthquake,0.24,0.14,0.38,12,automatic,hv,hv
2018-06-05T04:32:20.630Z,19.4088326,-155.272995,0.34,2.52,ml,33,35,0.01242,0.27,hv,hv70233557,2018-06-05T04:38:00.810Z,"4km WSW of Volcano, Hawaii",earthquake,0.32,0.23,0.36,18,automatic,hv,hv
2018-06-05T04:29:04.009Z,62.8953,-151.575,0,1.3,ml,,,,0.83,ak,ak19710362,2018-06-05T04:32:09.150Z,"98km NW of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-06-05T04:22:35.620Z,19.4226665,-155.2619934,2.02,1.74,ml,16,87,0.00106,0.18,hv,hv70233547,2018-06-05T04:28:25.510Z,"2km WSW of Volcano, Hawaii",earthquake,0.48,0.64,0.33,5,automatic,hv,hv
2018-06-05T04:20:52.040Z,19.4144993,-155.2720032,1.24,1.84,md,16,51,0.01149,0.11,hv,hv70233537,2018-06-05T04:23:48.520Z,"4km WSW of Volcano, Hawaii",earthquake,0.26,0.27,0.55,12,automatic,hv,hv
2018-06-05T04:17:33.690Z,19.4186668,-155.277832,1.4,2.52,ml,38,37,0.005997,0.13,hv,hv70233532,2018-06-05T12:20:08.793Z,"4km WSW of Volcano, Hawaii",earthquake,0.23,0.16,0.44,19,automatic,hv,hv
2018-06-05T04:15:00.570Z,38.817,-97.6476,5,2.2,mb_lg,,160,0.857,0.57,us,us1000eirq,2018-06-05T13:10:34.700Z,"4km SW of Salina, Kansas",earthquake,2.5,2,0.132,15,reviewed,us,us
2018-06-05T04:13:37.870Z,19.3998337,-155.2738342,1.24,1.84,md,14,62,0.004446,0.19,hv,hv70233527,2018-06-05T04:16:24.160Z,"5km SW of Volcano, Hawaii",earthquake,0.36,0.43,0.6,10,automatic,hv,hv
2018-06-05T04:08:18.540Z,19.4108334,-155.2805023,0.72,2.25,ml,30,38,0.007593,0.21,hv,hv70233512,2018-06-05T04:14:00.930Z,"5km WSW of Volcano, Hawaii",earthquake,0.26,0.2,0.31,13,automatic,hv,hv
2018-06-05T04:05:44.090Z,19.4048328,-155.2521667,0.67,2.62,ml,24,45,0.01025,0.19,hv,hv70233507,2018-06-05T04:11:27.620Z,"3km SSW of Volcano, Hawaii",earthquake,0.29,0.28,0.38,13,automatic,hv,hv
2018-06-05T04:04:54.830Z,19.4006672,-155.2613373,1.19,2.32,ml,23,85,0.005046,0.22,hv,hv70233502,2018-06-05T04:10:35.100Z,"4km SW of Volcano, Hawaii",earthquake,0.38,0.32,0.39,14,automatic,hv,hv
2018-06-05T04:02:21.208Z,65.1428,-149.5153,10.4,1.6,ml,,,,0.72,ak,ak19710357,2018-06-05T04:09:53.743Z,"54km ENE of Manley Hot Springs, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-06-05T04:00:41.320Z,19.4198341,-155.2855072,-0.78,1.94,ml,14,105,0.002236,0.13,hv,hv70233487,2018-06-05T04:06:22.110Z,"5km WSW of Volcano, Hawaii",earthquake,0.14,0.18,0.31,7,automatic,hv,hv
2018-06-05T03:57:06.510Z,19.4095001,-155.2656708,0.86,1.86,ml,14,57,0.006044,0.08,hv,hv70233477,2018-06-05T04:02:48.110Z,"3km SW of Volcano, Hawaii",earthquake,0.22,0.26,0.25,9,automatic,hv,hv
2018-06-05T03:56:28.340Z,19.5466671,-155.7474976,8.85,3.15,ml,15,172,0.05964,0.14,hv,hv70233472,2018-06-05T04:57:03.096Z,"15km NE of Honaunau-Napoopoo, Hawaii",earthquake,0.61,0.77,0.58,9,automatic,hv,hv
2018-06-05T03:51:40.940Z,19.4188328,-155.2716675,1.23,2.06,ml,20,43,0.008119,0.18,hv,hv70233462,2018-06-05T03:57:22.910Z,"3km WSW of Volcano, Hawaii",earthquake,0.27,0.2,0.23,10,automatic,hv,hv
2018-06-05T03:47:26.740Z,40.4506667,-121.53,1.93,0.68,md,4,160,0.05278,0.12,nc,nc73025971,2018-06-05T17:09:00.752Z,"11km NNE of Mineral, CA",earthquake,3.43,9.24,0.153,4,reviewed,nc,nc
2018-06-05T03:47:10.710Z,19.4158325,-155.283493,0.65,1.9,ml,20,44,0.001907,0.26,hv,hv70233452,2018-06-05T03:52:53.170Z,"5km WSW of Volcano, Hawaii",earthquake,0.31,0.15,0.28,10,automatic,hv,hv
2018-06-05T03:45:10.290Z,19.4220009,-155.2873383,0.48,1.75,md,10,68,0.001884,0.15,hv,hv70233442,2018-06-05T03:48:05.520Z,"5km W of Volcano, Hawaii",earthquake,0.46,0.2,0.13,6,automatic,hv,hv
2018-06-05T03:42:46.260Z,19.3980007,-155.2726593,0.73,1.99,ml,8,166,0.002779,0.07,hv,hv70233437,2018-06-05T03:48:26.380Z,"5km SW of Volcano, Hawaii",earthquake,0.38,0.3,0.18,7,automatic,hv,hv
2018-06-05T03:40:23.610Z,19.3986664,-155.2918396,1.11,2.05,ml,22,59,0.0154,0.12,hv,hv70233427,2018-06-05T03:46:03.760Z,"6km WSW of Volcano, Hawaii",earthquake,0.17,0.21,0.12,5,automatic,hv,hv
2018-06-05T03:39:46.723Z,60.0826,-141.275,16,1.6,ml,,,,0.75,ak,ak19710355,2018-06-05T03:44:26.659Z,"64km E of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-06-05T03:38:52.430Z,19.3881664,-155.2713318,-0.18,2.19,ml,11,145,0.007489,0.29,hv,hv70233417,2018-06-05T03:44:32.130Z,"5km SW of Volcano, Hawaii",earthquake,0.73,0.72,0.17,4,automatic,hv,hv
2018-06-05T03:36:10.140Z,19.3863335,-155.2680054,0.77,2.47,ml,9,225,0.01044,0.24,hv,hv70233412,2018-06-05T03:41:51.750Z,"5km SSW of Volcano, Hawaii",earthquake,0.97,0.51,0.32,6,automatic,hv,hv
2018-06-05T03:34:48.070Z,19.3956661,-155.2651672,-0.35,2.4,ml,23,58,0.002689,0.14,hv,hv70233407,2018-06-05T03:40:30.420Z,"4km SW of Volcano, Hawaii",earthquake,0.13,0.16,0.48,12,automatic,hv,hv
2018-06-05T03:29:43.250Z,19.4156666,-155.2700043,0.95,1.84,ml,15,78,0.0102,0.12,hv,hv70233397,2018-06-05T03:35:23.580Z,"3km WSW of Volcano, Hawaii",earthquake,0.22,0.18,0.23,8,automatic,hv,hv
2018-06-05T03:26:04.620Z,19.4171658,-155.2841644,0.62,1.71,md,11,82,0.0004977,0.15,hv,hv70233387,2018-06-05T03:29:06.170Z,"5km WSW of Volcano, Hawaii",earthquake,0.38,0.25,0.12,6,automatic,hv,hv
2018-06-05T03:25:18.680Z,38.8240013,-122.8099976,2.2,0.56,md,12,75,0.0006084,0.03,nc,nc73025641,2018-06-05T03:40:02.040Z,"7km NW of The Geysers, CA",earthquake,0.32,0.65,,1,automatic,nc,nc
2018-06-05T03:20:49.687Z,38.3503,-118.8533,12.4,0.4,ml,4,293.1,0.291,0.0253,nn,nn00638281,2018-06-05T17:34:20.712Z,"27km SW of Hawthorne, Nevada",earthquake,,22.8,0,1,reviewed,nn,nn
2018-06-05T03:20:28.516Z,60.6269,-139.12,12.2,0.9,ml,,,,0.68,ak,ak19710350,2018-06-05T08:32:23.355Z,"89km W of Haines Junction, Canada",earthquake,,0.5,,,reviewed,ak,ak
2018-06-05T03:20:03.872Z,60.2952,-152.2083,97.5,1.8,ml,,,,0.74,ak,ak19710345,2018-06-05T03:31:52.858Z,"36km SE of Redoubt Volcano, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-06-05T03:19:38.971Z,62.9611,-150.3224,90.6,2.5,ml,,,,0.54,ak,ak19710332,2018-06-05T03:35:34.017Z,"71km N of Talkeetna, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-06-05T03:18:38.510Z,19.4153328,-155.2753296,1.52,1.83,md,12,72,0.008593,0.14,hv,hv70233357,2018-06-05T03:24:19.890Z,"4km WSW of Volcano, Hawaii",earthquake,0.45,0.46,0.13,7,automatic,hv,hv
2018-06-05T03:10:02.910Z,33.5006667,-116.4888333,13.2,0.64,ml,25,94,0.05741,0.24,ci,ci37956975,2018-06-05T12:42:44.458Z,"18km ESE of Anza, CA",earthquake,0.41,0.91,0.155,19,reviewed,ci,ci
2018-06-05T03:06:16.586Z,60.0315,-152.8668,109.1,2.1,ml,,,,0.41,ak,ak19710327,2018-06-05T03:12:05.731Z,"51km S of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-06-05T03:05:35.610Z,19.4023342,-155.272171,0.88,2.03,ml,16,67,0.007068,0.18,hv,hv70233322,2018-06-05T03:11:16.270Z,"4km SW of Volcano, Hawaii",earthquake,0.3,0.22,0.17,6,automatic,hv,hv
2018-06-05T03:01:30.450Z,19.4021664,-155.263504,0.12,1.86,ml,13,85,0.004575,0.14,hv,hv70233312,2018-06-05T03:07:11.380Z,"4km SW of Volcano, Hawaii",earthquake,0.21,0.27,0.36,4,automatic,hv,hv
2018-06-05T02:54:36.910Z,19.3910007,-155.2913361,-1.11,2.24,ml,13,95,0.01011,0.19,hv,hv70233292,2018-06-05T03:00:17.450Z,"7km SW of Volcano, Hawaii",earthquake,0.21,0.55,0.37,9,automatic,hv,hv
2018-06-05T02:51:56.920Z,19.4041672,-155.2676697,1.38,1.76,ml,16,56,0.006094,0.1,hv,hv70233282,2018-06-05T02:57:36.920Z,"4km SW of Volcano, Hawaii",earthquake,0.23,0.18,0.22,4,automatic,hv,hv
2018-06-05T02:47:02.070Z,19.4026661,-155.2773285,1.53,2.02,ml,18,56,0.00805,0.18,hv,hv70233272,2018-06-05T02:52:43.230Z,"5km SW of Volcano, Hawaii",earthquake,0.42,0.28,0.2,10,automatic,hv,hv
2018-06-05T02:44:02.379Z,53.4147,-165.0988,40.4,2.3,ml,,,,0.42,ak,ak19709989,2018-06-05T08:14:38.305Z,"91km SSE of Akutan, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2018-06-05T02:41:55.760Z,19.4169998,-155.2624969,0.96,1.97,ml,12,101,0.005477,0.16,hv,hv70233257,2018-06-05T02:47:35.470Z,"3km WSW of Volcano, Hawaii",earthquake,0.51,0.5,0.24,6,automatic,hv,hv
2018-06-05T02:40:16.220Z,19.3918343,-155.2754974,0.46,2.14,ml,15,68,0.003927,0.13,hv,hv70233252,2018-06-05T02:45:56.140Z,"5km SW of Volcano, Hawaii",earthquake,0.3,0.21,0.5,3,automatic,hv,hv
2018-06-05T02:35:09.370Z,19.4058342,-155.2993317,2.78,1.77,ml,7,302,0.0254,0.14,hv,hv70233232,2018-06-05T02:40:52.010Z,"7km WSW of Volcano, Hawaii",earthquake,1.34,1.01,0.25,6,automatic,hv,hv
2018-06-05T02:33:08.140Z,19.4098339,-155.2828369,0.37,2.24,ml,30,38,0.007877,0.16,hv,hv70233227,2018-06-05T02:38:50.960Z,"5km WSW of Volcano, Hawaii",earthquake,0.17,0.18,0.36,13,automatic,hv,hv
2018-06-05T02:32:59.450Z,19.4171658,-155.2758331,-0.61,2.21,ml,7,166,0.007733,0.13,hv,hv70233222,2018-06-05T02:38:40.210Z,"4km WSW of Volcano, Hawaii",earthquake,0.28,0.62,1.92,14,automatic,hv,hv
2018-06-05T02:30:23.470Z,19.413166,-155.2845001,0.35,2.01,ml,19,69,0.004489,0.12,hv,hv70233217,2018-06-05T02:36:04.570Z,"5km WSW of Volcano, Hawaii",earthquake,0.19,0.2,0.24,6,automatic,hv,hv
2018-06-05T02:28:27.530Z,19.3961658,-155.3006592,-0.49,1.99,ml,12,196,0.02551,0.21,hv,hv70233212,2018-06-05T02:34:09.600Z,"7km WSW of Volcano, Hawaii",earthquake,0.3,0.45,0.24,5,automatic,hv,hv
2018-06-05T02:28:11.240Z,37.571,-118.8481667,2.36,0.57,md,5,293,0.04933,0.03,nc,nc73025626,2018-06-05T02:51:30.034Z,"14km ESE of Mammoth Lakes, CA",earthquake,2.24,2.7,0.175,4,reviewed,nc,nc
2018-06-05T02:23:08.000Z,19.4295006,-155.2963409,6.44,2.03,ml,14,230,0.009791,0.16,hv,hv70233197,2018-06-05T02:28:48.420Z,"6km W of Volcano, Hawaii",earthquake,1.8,0.89,0.29,5,automatic,hv,hv
2018-06-05T02:19:01.102Z,65.6154,-150.004,5.2,0.9,ml,,,,0.14,ak,ak19709987,2018-06-05T02:25:24.406Z,"74km NNE of Manley Hot Springs, Alaska",earthquake,,0.5,,,automatic,ak,ak
2018-06-05T02:12:33.620Z,19.4034996,-155.2753296,1.23,2.17,ml,17,64,0.008244,0.11,hv,hv70233162,2018-06-05T02:18:11.100Z,"4km SW of Volcano, Hawaii",earthquake,0.32,0.38,0.23,8,automatic,hv,hv
2018-06-05T02:10:22.449Z,40.9945,-116.3848,0,2.2,ml,5,93.08,0.006,0.1158,nn,nn00638240,2018-06-05T15:58:26.576Z,"39km NW of Carlin, Nevada",explosion,,0,0.74,4,reviewed,nn,nn
2018-06-05T02:09:04.670Z,19.4313335,-155.2508392,3.63,1.89,md,13,274,0.01261,0.11,hv,hv70233157,2018-06-05T02:12:07.350Z,"1km W of Volcano, Hawaii",earthquake,3.92,2.24,0.1,10,automatic,hv,hv
2018-06-05T02:06:13.210Z,36.6271667,-121.2313309,4.73,1.28,md,9,187,0.06183,0.06,nc,nc73025621,2018-06-05T02:46:01.452Z,"13km NW of Pinnacles, CA",earthquake,0.89,1.3,0.31,7,automatic,nc,nc
2018-06-05T02:05:36.550Z,38.8364983,-122.7973328,1.29,0.56,md,6,105,0.005782,0.02,nc,nc73025616,2018-06-05T02:07:10.044Z,"7km WNW of Cobb, CA",earthquake,0.85,1.93,,1,automatic,nc,nc
2018-06-05T01:57:56.220Z,19.4028339,-155.2623291,0.2,1.92,ml,11,91,0.005752,0.1,hv,hv70233117,2018-06-05T02:03:36.140Z,"4km SW of Volcano, Hawaii",earthquake,0.23,0.32,0.39,8,automatic,hv,hv
2018-06-05T01:53:23.070Z,34.0123333,-116.777,20.48,0.78,ml,17,127,0.03423,0.15,ci,ci37956959,2018-06-05T01:57:02.069Z,"11km N of Cabazon, CA",earthquake,0.36,0.74,0.2,21,automatic,ci,ci
2018-06-05T01:52:56.840Z,19.4025002,-155.2563324,0.7,1.85,ml,10,205,0.01009,0.17,hv,hv70233097,2018-06-05T01:58:37.320Z,"3km SSW of Volcano, Hawaii",earthquake,0.73,0.59,0.3,3,automatic,hv,hv
2018-06-05T01:45:28.310Z,19.4874992,-155.2745056,-0.94,2.42,ml,8,150,0.02721,0.13,hv,hv70233072,2018-06-05T01:51:14.410Z,"7km NNW of Volcano, Hawaii",earthquake,1.41,1.52,3.51,7,automatic,hv,hv
2018-06-05T01:45:26.060Z,19.395834,-155.2786713,0.36,2.54,ml,35,42,0.004769,0.18,hv,hv70233067,2018-06-05T01:51:08.140Z,"5km SW of Volcano, Hawaii",earthquake,0.2,0.14,2.09,22,automatic,hv,hv
2018-06-05T01:45:17.790Z,19.3953342,-155.2623291,0.09,2.53,ml,14,92,0.004537,0.13,hv,hv70233062,2018-06-05T01:50:59.460Z,"4km SSW of Volcano, Hawaii",earthquake,0.23,0.31,0.45,21,automatic,hv,hv
2018-06-05T01:43:30.120Z,19.3794994,-155.2868347,2.15,2.06,ml,12,138,0.008503,0.32,hv,hv70233052,2018-06-05T01:49:09.460Z,"7km SW of Volcano, Hawaii",earthquake,0.76,1.05,0.26,5,automatic,hv,hv
2018-06-05T01:41:40.770Z,19.4161663,-155.2771606,0.99,1.74,ml,15,53,0.006714,0.18,hv,hv70233047,2018-06-05T01:47:20.360Z,"4km WSW of Volcano, Hawaii",earthquake,0.31,0.35,0.26,7,automatic,hv,hv
2018-06-05T01:39:35.970Z,19.3913326,-155.263504,-0.13,1.88,md,11,88,0.007276,0.12,hv,hv70233032,2018-06-05T01:42:33.870Z,"5km SSW of Volcano, Hawaii",earthquake,0.23,0.33,0.2,6,automatic,hv,hv
2018-06-05T01:38:49.910Z,38.8243332,-122.7656631,1.87,0.69,md,7,123,0.00697,0,nc,nc73025596,2018-06-05T01:40:24.911Z,"4km W of Cobb, CA",earthquake,0.47,1.55,0.23,2,automatic,nc,nc
2018-06-05T01:34:36.790Z,29.6818,81.6648,10,4.8,mb,,147,9.922,1,us,us1000eiq5,2018-06-05T01:47:27.040Z,"67km NW of Jumla, Nepal",earthquake,10.5,1.9,0.077,52,reviewed,us,us
2018-06-05T01:33:05.480Z,19.4096661,-155.260498,0.99,2.25,ml,16,94,0.002479,0.2,hv,hv70233012,2018-06-05T01:38:44.540Z,"3km SW of Volcano, Hawaii",earthquake,0.34,0.27,0.27,9,automatic,hv,hv
2018-06-05T01:31:15.560Z,19.4015007,-155.2833405,0.69,2.14,ml,20,58,0.011,0.13,hv,hv70233007,2018-06-05T01:37:04.810Z,"5km SW of Volcano, Hawaii",earthquake,0.18,0.25,0.21,11,automatic,hv,hv
2018-06-05T01:28:57.280Z,38.8218346,-122.8443298,1.44,1.13,md,16,82,0.007376,0.04,nc,nc73025591,2018-06-05T01:43:01.084Z,"9km WNW of The Geysers, CA",earthquake,0.25,0.46,0.12,4,automatic,nc,nc
2018-06-05T01:27:01.140Z,19.4016666,-155.2695007,1.4,2.32,ml,21,52,0.004725,0.17,hv,hv70232992,2018-06-05T01:32:46.780Z,"4km SW of Volcano, Hawaii",earthquake,0.33,0.24,2.29,12,automatic,hv,hv
2018-06-05T01:22:01.820Z,19.4013329,-155.276001,1.23,1.97,ml,15,66,0.006337,0.15,hv,hv70232977,2018-06-05T01:27:41.720Z,"5km SW of Volcano, Hawaii",earthquake,0.24,0.21,0.21,7,automatic,hv,hv
2018-06-05T01:19:20.030Z,19.4168339,-155.2758331,0.18,1.8,ml,14,68,0.007843,0.11,hv,hv70232967,2018-06-05T01:25:00.200Z,"4km WSW of Volcano, Hawaii",earthquake,0.16,0.2,0.28,6,automatic,hv,hv
2018-06-05T01:18:54.298Z,59.9735,-139.2169,11.9,2.1,ml,,,,0.69,ak,ak19709647,2018-06-05T01:22:59.821Z,"55km NNE of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2018-06-05T01:16:10.090Z,32.5971667,-115.6896667,7.19,1.49,ml,14,182,0.06054,0.2,ci,ci37956943,2018-06-05T01:19:45.157Z,"10km W of Progreso, B.C., MX",earthquake,0.76,0.77,0.183,16,automatic,ci,ci
2018-06-05T01:09:13.680Z,19.3939991,-155.2731628,-0.02,2.07,ml,16,71,0.001435,0.24,hv,hv70232932,2018-06-05T01:14:54.110Z,"5km SW of Volcano, Hawaii",earthquake,0.27,0.34,0.3,7,automatic,hv,hv
2018-06-05T01:07:31.500Z,46.9008333,-112.5121667,11.48,1.26,ml,11,111,0.113,0.14,mb,mb80296179,2018-06-05T13:49:45.310Z,"14km ESE of Lincoln, Montana",earthquake,0.53,0.54,0.13,2,reviewed,mb,mb
2018-06-05T00:59:33.460Z,19.4141674,-155.2769928,0.92,2.16,ml,19,55,0.007553,0.12,hv,hv70232902,2018-06-05T01:05:16.620Z,"4km WSW of Volcano, Hawaii",earthquake,0.29,0.19,0.3,9,automatic,hv,hv
2018-06-05T00:58:55.450Z,19.420166,-155.2733307,1.36,2.25,ml,8,77,0.006081,0.04,hv,hv70232897,2018-06-05T01:04:33.910Z,"3km WSW of Volcano, Hawaii",earthquake,0.48,2.8,2.72,9,automatic,hv,hv
2018-06-05T00:55:38.170Z,19.4023342,-155.2601624,0.62,2.65,ml,27,57,0.006875,0.21,hv,hv70232892,2018-06-05T01:01:19.350Z,"3km SW of Volcano, Hawaii",earthquake,0.3,0.2,0.4,20,automatic,hv,hv
2018-06-05T00:51:26.410Z,19.3904991,-155.2709961,0.74,1.95,ml,10,90,0.00545,0.11,hv,hv70232887,2018-06-05T00:57:06.550Z,"5km SW of Volcano, Hawaii",earthquake,0.41,0.24,0.38,8,automatic,hv,hv
2018-06-05T00:49:17.100Z,19.4101658,-155.2803345,0.7,2.16,ml,27,38,0.008259,0.13,hv,hv70232882,2018-06-05T00:54:56.400Z,"5km WSW of Volcano, Hawaii",earthquake,0.2,0.15,0.32,13,automatic,hv,hv
2018-06-05T00:18:39.504Z,59.6266,-153.3729,115.6,2,ml,,,,0.59,ak,ak19709624,2018-06-05T00:25:25.411Z,"88km W of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-06-05T00:17:52.650Z,19.3929996,-155.2786713,1.55,1.8,ml,14,133,0.005299,0.26,hv,hv70232777,2018-06-05T00:23:32.340Z,"5km SW of Volcano, Hawaii",earthquake,0.78,0.55,2,9,automatic,hv,hv
2018-06-05T00:16:24.200Z,45.2015,-111.6423333,6.05,1.66,ml,9,183,0.283,0.29,mb,mb80296164,2018-06-05T14:24:46.200Z,"23km WSW of Big Sky, Montana",earthquake,1.31,2.94,0.065,3,reviewed,mb,mb
2018-06-05T00:13:34.680Z,19.4343338,-155.261673,0.3,2.31,ml,30,65,0.009179,0.21,hv,hv70232767,2018-06-05T00:19:15.570Z,"2km W of Volcano, Hawaii",earthquake,0.27,0.2,0.33,21,automatic,hv,hv
2018-06-05T00:10:42.330Z,19.4026661,-155.2786713,0.77,1.87,ml,16,66,0.008674,0.12,hv,hv70232757,2018-06-05T00:16:22.100Z,"5km SW of Volcano, Hawaii",earthquake,0.18,0.17,0.14,7,automatic,hv,hv
2018-06-05T00:08:46.210Z,19.4134998,-155.2658386,2.23,1.9,ml,9,77,0.0058,0.11,hv,hv70232752,2018-06-05T00:14:26.720Z,"3km WSW of Volcano, Hawaii",earthquake,0.62,0.97,0.4,10,automatic,hv,hv
2018-06-05T00:02:27.670Z,19.4165001,-155.2765045,1.02,1.75,md,8,91,0.007259,0.07,hv,hv70232732,2018-06-05T00:05:26.140Z,"4km WSW of Volcano, Hawaii",earthquake,0.65,0.36,0.22,5,automatic,hv,hv
2018-06-04T23:53:30.760Z,19.4188328,-155.2693329,0.86,1.94,ml,17,66,0.008349,0.17,hv,hv70232707,2018-06-04T23:59:12.790Z,"3km WSW of Volcano, Hawaii",earthquake,0.28,0.2,0.24,8,automatic,hv,hv
