subject,body,spam
re : txu fuel deals imbalances,"i ' m not sure , this request is coming from settlements . . . o
- - - - - original message - - - - -
from : farmer , daren j .
sent : thursday , june 28 , 2001 10 : 28 am
to : winfree , o ' neal d .
subject : re : txu fuel deals imbalances
ow ,
was this passed through janet wallis ?
d
- - - - - original message - - - - -
from : winfree , o ' neal d .
sent : thursday , june 28 , 2001 10 : 18 am
to : farmer , daren j .
subject : fw : txu fuel deals imbalances
daren ,
the deals listed below are related to tufco imbalances . . . let me know if you have any objections to me entering the deals . . . o ' neal 3 - 9686
- - - - - original message - - - - -
from : griffin , rebecca
sent : thursday , june 28 , 2001 9 : 58 am
to : winfree , o ' neal d .
subject : txu fuel deals
as my voice mail said , could you add deals for the following :
date : 1 / 31 - 1 / 31
location : pgev / for tufco / 4300101
volume : 1 , 357 mmbtu
price : $ 3 . 94
this should be entered as a purchase with enron as buyer
date : 4 / 30 - 4 / 30
location : pgev / for tufco / 4300101
volume : 8 , 726 mmbtu
price : $ 3 . 94
this should be entered as a sale with enron as seller
date : 5 / 31 - 5 / 31
location : pgev / for tufco / 4300101
volume : 9 , 912 mmbtu
price : $ 3 . 94
this should be entered as a purchase with enron as buyer
this is related to the txu fuel wagner brown contract . please let me know if you have any questions .
thanks ,
rebecca
713 - 571 - 3189",0
"hpl nom for july 11 , 2000 revision # 1","( see attached file : hplo 711 . xls )
- hplo 711 . xls",0
sodbuster . . . what ' s up man,"hey man this is stacy . i was checking out the highschoolalumni website
tonight and i saw your name and thought i ' d write ya . man i can ' t believe
it ' s been this long . last time i saw you was that night at a & m when you , me
and john agee went out drinking and running over signs . i was living up in
dallas for about 4 years but i moved back to mp about a year ago . i also got
married and had a little baby girl in since then too . anyway i just wanted
to say hi . hope i ' m emailing the right person here . mail me back man .
ps . . maybe we can get scotty t , jim richey , and us together for that fabled
camping trip .
cya
get your private , free e - mail from msn hotmail at http : / / www . hotmail . com .
share information about yourself , create your own public profile at
http : / / profiles . msn . com .",0
re : sale to shoreline,"daren you are correct in that this was only in mops for the 26 th . it was
edi ' d over to pops from the 25 th through the 31 st populating all days with
the 16 , 700 nom . the nom was never - 0 - out in pops therefore the change
notification process in pops did not pick up a change at this meter . this
meter is pathed by kim and confirmed by me - it is extremely odd that this
was missed in mops . the record would have been out of balance and someone ,
if not several people , normally would make a comment on this . also - all
of my records indicate that the 16 , 700 was good through the 31 st except the
mops entry . my confirmations with koch didn ' t reflect the - 0 - ; the last
report i have from koch indicated the 16 , 700 stayed on , there was no record
of a phone call indicating anything other than 16 , 700 . it is very odd for
this many checks and balances to fail . also , the volumes were being sent
back to mops which no one caught .
i have spoken with koch today and they agree that the 16 , 700 should have gone
to - 0 - therefore i have removed the nom from pops confirmed volumes and
re - allocated the meter . the oba has taken the hit and i am working off the
imbalance now .
daren , i am sorry that you had to look into this when you feel this is my
responsibility . stella was trying to help me out in clearing up errors
because i was buried in current activity , thus the e - mail to you asking for
your help .
if this doesn ' t answer all the questions , just give me a call .
thanks ,
charlotte
daren j farmer
02 / 14 / 2000 12 : 50 pm
to : stella l morris / hou / ect @ ect , charlotte hawkins / hou / ect @ ect
cc : pat clynes / corp / enron @ enron
subject : re : sale to shoreline
stella and charlotte ,
i looked into this deal . we sold this gas for one day only . in mops , the
path was nominated for 1 / 26 only . however , in pops the path was nominated
and confirmed for 1 / 26 - 1 / 31 . this should have been showing up as a
bridgeback error during the month . also , someone should have identified that
the path / nom in mops wasn ' t the same as the nom in pops . this discrepancy
should have been found before we closed out january .
i researched this problem by reviewing both systems ( looking at the path id
in pops , finding it in mops , and checking the audit on the path in mops ) .
this type of issue should be researched and solved by the logistics group ,
who has all the necessary tools to find the problem . the resolution , not the
problem , should have been presented to myself or the marketer , with an
explanation of what happened . some one still needs to find out how the gas
was confirmed for the 27 th - 31 st .
since the gas apparently flowed , we will have to apply the overflow to the
oba . unless you can find a missing transport contract .
d
from : stella l morris 02 / 10 / 2000 02 : 26 pm
to : daren j farmer / hou / ect @ ect
cc : charlotte hawkins / hou / ect @ ect
subject : sale to shoreline
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by stella l morris / hou / ect on 02 / 10 / 2000
02 : 25 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : sherlyn schumack 02 / 10 / 2000 02 : 21 pm
to : joanie h ngo / hou / ect @ ect , katherine herrera / corp / enron @ enron
cc : stella l morris / hou / ect @ ect
subject : sale to shoreline
joanie ,
logistics is waiting to hear from daren on this issue . he will either need
to extend the deal or maybe there should be another deal in place . this
deal 155118 is valid on 1 / 26 / 00 only , but the rest of the volume you are
looking for is scheduled on days 1 / 27 - 1 / 31 . i am sure there is no
pricing on those days .
i will let you know as soon as i hear from them .",0
nom change on tejas pipeline,"- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 20 / 2000
10 : 21 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" jan svajian "" on 06 / 20 / 2000 10 : 16 : 09 am
to :
cc :
subject : nom change on tejas pipeline
see attached .
- enron nom change . xls",0
re : important ! ! ! - teco deal meeting,"i ' ve reserved eb 3143 b for this meeting .
- - - - - original message - - - - -
from : curry , mike
sent : friday , april 6 , 2001 5 : 18 pm
to : murphy , melissa ann ; allen , thresa ; reeves , leslie ; evans , casey ; white ,
stacey ; dahlke , andrea ; wallis , janet ; farmer , daren ; gilbert - smith , doug ;
dean , clint ; day , smith ; jester , larry ; wagner , joseph
cc : gardner , stephanie ; cross , edith ; wiesepape , jason ; trefz , greg
subject : important ! ! ! - teco deal meeting
importance : high
please plan to attend a meeting to discuss the teco frontera deal on monday ,
4 / 9 at 1 : 00 pm ( stephanie - please arrange a conference room and forward
information to all ) . the teco deal will start scheduling tuesday 4 / 10 for
gas and power flow wednesday 4 / 11 ( sorry for the late notice but teco wants
to start asap ) . if you do not have a copy of the contract and would like one
please stop by my desk and grab one at eb 3119 b or print out the attached file
below ( stephanie - please call and make sure all can attend the meeting ) .
i will give a summary of the deal and discuss with you what our obligations
are . please read the contract as this meeting will not be a substitute for a
thorough reading !
if you have any questions regarding this deal please call me at x 3 - 4258 or
page me 877 - 498 - 2166 if i am not at my desk .
thanks for your assistance with this , - mike
>",0
transport and logistics customer happy hour,"please mark your calendar for the transportation and logistics customer happy
hour on thursday sept . 21 st .
it will be at ninfa ' s starting at 4 : 00 pm . thanks , pat",0
"enron / hpl actuals for august 16 , 2000","teco tap 120 . 000 / hpl iferc ; 20 . 000 / enron
ls hpl lsk ic 20 . 000 / enron",0
re : hilcorp old ocean volume,"well - i have officially not heard from hilcorp after numerous voice and email
messages . please plan to have the gas rerouted back down the valley line for
the dec 1 forward . call if you have any questions -
daren j farmer
11 / 21 / 2000 10 : 08 am
to : mary jo johnson / hou / ect @ ect
cc :
subject : re : hilcorp old ocean volume
thanks for the info . i appreciated the call the other day . it really helps
me out to recieve info early like that .
d
from : mary jo johnson 11 / 20 / 2000 03 : 38 pm
to : daren j farmer / hou / ect @ ect , james mckay / hou / ect @ ect , gary a
hanks / hou / ect @ ect
cc : jill t zivley / hou / ect @ ect
subject : hilcorp old ocean volume
according to gary hanks , we would like to have the gas on the valley line
anyway
- - - - - - - - - - - - - - - - - - - - - - forwarded by mary jo johnson / hou / ect on 11 / 20 / 2000
03 : 26 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
to : jill t zivley / hou / ect @ ect
cc : edward d gottlob / hou / ect @ ect , lauri a allen / hou / ect @ ect
subject : re : producer service group ?
i can not believe you are sending emails form hawaii ! ! ! ! you are crazy . i
took care of camden for the month -
it is now 330 and hilcorp has not responded . i spoke with jerry bubert
several times today - emailed mike lannou and left messages , and had him
paged , and copied hildebrand ( the president ) . if we don ' t hear by 4 pm , we
are supposed to bypass the gas . . . . . . . . . . .",0
marathon oil company - 4 / 01,"deal # 705819 has been entered as a wellhead purchase from marathon oil
company for april , 2001 production . the meter # is 6599 , trade zone 8 ,
5 , 000 / d and a fixed price of $ 5 . 06 .
bob",0
entex apr 3 noms,"- - - - - - - - - - - - - - - - - - - - - - forwarded by tom acton / corp / enron on 04 / 02 / 2001 11 : 45
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
ronald _ s _ fancher @ reliantenergy . com on 04 / 02 / 2001 11 : 32 : 33 am
to : tom . acton @ enron . com , liz . bellamy @ enron . com
cc :
subject : apr 3 noms
this is a multipart message in mime format .
- - = _ mixed 005 acf 2486256 a 22 _ =
content - type : multipart / alternative ; boundary = "" = _ alternative
005 acf 2486256 a 22 _ = ""
- - = _ alternative 005 acf 2486256 a 22 _ =
content - type : text / plain ; charset = "" us - ascii ""
- - = _ alternative 005 acf 2486256 a 22 _ =
content - type : text / html ; charset = "" us - ascii ""
- - = _ alternative 005 acf 2486256 a 22 _ = - -
- - = _ mixed 005 acf 2486256 a 22 _ =
content - type : application / x - ms - excel ; name = "" hpl - apr . xls ""
content - disposition : attachment ; filename = "" hpl - apr . xls ""
content - transfer - encoding : binary
- hpl - apr . xls",0
hpl meter # 1428 - sepo 0,"we had a deal with beaumont in sepo 0 . . . . sitara 380722 . there are swing
( 380725 ) and buyback ( 380727 ) tickets associated with this deal .
for the three days september 16 , 17 and 18 only , any volumes over 20 , 000
mmbtu per day need to go to a different swing deal ticket , with a different
counterparty . i ' ve set this deal ticket up - it is sitara # 423794
sorry to make y ' all go back and re - assign volumes .
let me know if any problems or questions .
lee
ext . 3 . 5923",0
calpine daily gas nomination,">
ricky a . archer
fuel supply
700 louisiana , suite 2700
houston , texas 77002
713 - 830 - 8659 direct
713 - 830 - 8722 fax
- calpine daily gas nomination 1 . doc",0
hl & p,"daren - pat gave me a a spreadsheet showing what should be allocated to
greens bayou . i checked the deal ticket ( 286824 ) and it ends on 6 / 17 . there
is still two more days that need to be reallocated . please let me know if
you can extend this deal or create a new one .
thanks .
al",0
dec 2000 prod : panther pipeline demand charge,"please let me know if this is a vaild demand charge .
the deal is under a gtc contract and daren indicated that he was not aware of
this deal unless it has something to do with entex .
fyi the volume flow at this meter ( # 981598 ) for dec 2000 was zero .
please advise - katherine",0
"enron / hpl actuals for nov . 28 , 2000",teco tap 30 . 000 / enron ; 120 . 000 / hpl gas daily,0
fw : txu lone star pipeline standard pooling agreement,"- - - - - original message - - - - -
from : jeffsmirin @ txu . com [ mailto : jeffsmirin @ txu . com ]
sent : monday , november 26 , 2001 11 : 31 am
to : buss , jd
subject : txu lone star pipeline standard pooling agreement
here is the standard pooling agreement . i noticed that the last two pages
in the file are actually the cover sheet and index , which should actually
be at the front of the document .
( see attached file : standard pooling agreement . doc )",0
tetco / hpl ( enerfin ) meter # 986892,"step i .
romeo : please do step 1 today , 10 / 4 / 00 .
1 . please change the confirmed noms to zero for all contracts that have be
nominated for period 1 / 1 / 00 thru 10 / 31 / 00 for the above meter .
2 . change the allocation method to "" not allocatable "" effective 1 / 1 / 99 .
3 . please reallocate the meter for period 1 / 1 / 99 thru 10 / 31 / 00 .
4 . call me after the above tasks have been completed .
step ii .
sherlyn : please check the following tommorrow , 10 / 5 / 00 .
1 verify with settlements that the zero bav adjustment were received for
all contract activities at meter 986892 for period 1 / 1 / 99 thru 9 / 30 / 00 .
2 . after verification is complete , please call me .
step iii .
donna : i will call you tomorrow , 10 / 5 / 00 to inform when you can make the
following changes :
1 . change the meter # and drn # at facility # 501026 . this facility should
be trade and nom "" yes "" .
2 . change the meter # and drn # at facility # 515136 . this facility should
be trade and nom "" no "" .
3 . after completion , please call me as well as romeo ( x - 34544 ) .
step iv .
romeo : upon receiving a call from donna :
1 . please make the appropriate changes or corrections in pops system for the
facility changes made by global facilities dept . my understanding is that
these changes can not be done automatically .
2 . upon completion , please call me .
step v .
jackie :
1 . tomorrow , 10 / 05 / 00 , after i am informed that romeo has made his changes ,
i will let you know and you may begin scheduling meter # 0980439 which is the
meter replacing # 0986892 .
2 . after completion , please let me know .
* * * * * * * *
gary :
this could create some problems for gas control , because all confirmed
volumes will be zeroed including october , 2000 activities at meter 986892
today ( 10 / 4 / 00 ) . this should correct itself within 24 thru 48 hours at
meter # 980439 .
daren :
this could also create some issues for you , but remember , these issues should
clear within 24 to 48 hours .
victor :
this is just for your information , since this should not create and changes
for you .
if anyone has any questions , please feel free to call me at x - 3665 o .
thanks , clem",0
